essay_id,full_text,score
c2c2fff,"The brightest point in the night sky, otherwise know as the planet Venus, is a very difficult place to discover. In the passage ""The Challenge of Exploring Venus"", the author talks about the dangers that exploring Venus brings along with it. The author supports this idea well by sharing the pros and cons of going there.

Although there are many risks, it could help scientists better understand how common Venus and Earth are. The author states that Venus' ""temperatures average over 800 degree Fahrenheit, and the atmospheric pressure is 90 times greater than what we experience on our own planet."" These conditions are very extreme for any human because we aren't exposed to that type of heat and pressure at any discovered place on Earth. However, in the fourth paragraph, he says that Venus might have been ""the most Earth-like planet in our solar system"" and that it ""still has some features that are analogous to those on Earth."" Although these reasons are good for scientific purposes, the risk poses a huge threat for the way that NASA chooses to explore Venus.

The author supports this idea of exploring Venus very well by giving both pros and cons for exploration. They give facts about the climate there while also giving examples of how to avoid these dangers. He knows that Venus has value so the shouldn't stop them from finding out more from this cloud-draped world. ",2
178f445,"In the 21st century there has

been a lot of new technology invented. Driverless cars is among the many invention ideas that is still on the drawing board. Driverless cars should not be developed because it will cost a lot of money, traffic laws will have to be modified, and the cars won't be truely driverless.

The amount of money it will cost to make a mass oroduction of driverless cars is not worth it. The passage says ""Google's modified Toyota Prius uses position-estimating sennsors on the left rear wheel, a rotating sensor on the roof, a video camera mounted near the rearview mirror, four automotive radar sensors, a GPS receiver, and an internal motion sensor."" All of the items that the Toyota Prius has on it will be needed for the new driverless cars. The things mentioned in the quote do not include the many internal modifications that will need to be made. The car companies that create cars will need to pay to have thier workers trained to be able to do the modificatins that the driverless car needs. The car company will also have to pay for all of the expensive sensors that are needed. This wil drive up the over all cost of the smart car, and make it too expensive for the average working person.

The driving laws that exist as of today focus on keeping all citizens safe, and lawmakers assume that the onlt safe cars have an alert human driver. The passage says ""Presently, traffic laws are written with the assumption that the only safecar has a human driver in control at all times. As a result, in most states it is illegal even to test computer driven cars."" In the US the laws state that it is illegal in many states . The laws in those states would have to be changed to allow driverless cars to enter into that state. The traffic laws that those states have were created to try and keep all members of society safe. The assumption of the states with these laws are that the only safe car is a car being driven by an alert human. Sincethis is that case the laws that were created most likely would not be changed to allow driverless cars to drive on the roads of those states.

The cars would not be able to be completly driverless. The passage says ""They can steer, accelerate, and break themselves, but all are designed to notify the driver when the road ahead requires human skills, such as navigating through work zones and around accidents."" The cars that have been invented and tested so far are unable to be completly driverless. The cars lack skills that only humans are able to accomplish. These skills include navigating through work zones and accidents, which are two very common things on today's roads.

Since the cars are not completly driverless a human driver will have to be alert at all times in case the car isn't able to preform a human driving skill that is needed.

The overall cost, law changes, and driving assistance that will be needed to operate a driverless car is not worth it. Those factors will not change in a few years, so car companies should not waste their time and resources trying to develop a driverless vehical.    ",5
625e070,"In the article ""Driverless Cars Are Coming,"" the author proposes the idea that driverless cars are things in the future that are closer than one could possibly imagine. Despite the good qualities of the car, it is not as useful as one may think.

The car in itself is expensive. There are many changes that will need to be made in present laws and roads in order for the car to work at its best. The car is also not safe, due to the fact that the driver is not as engaged and more vulnerable to distractions. Most importantly, the car is just simply unecessary.

Some may argue that the car is efficient and that due to less use of fuel it may even be better for the enviornment, but if it truly is about helping the earth, would it not be more efficient to place the money directly into fixing the earth? Another possible arguement is the fact that due to a less engaging driving session, many more people would be able to drive comfortably. However, the passage clearly states that the car will still monitor that the driver is just as engaged, supporting the statement that they are unecessaery.

A better proposal would be the alerts the driverless cars offer but in a regular car. That way alternate safety precautions are available to the average person. Many accidents are caused by people sleeping at the wheel and a car making sure the driver is engaged might help lessen that.

In conclusion, although the idea of a driverless car sounds fantastic, it just maybe have to wait. However, many concepts that will be applied to the futuristic car may really help out if applied to regular cars.",3
998557d,"Started with the founding fathers. The Electoral College was founded and swung into the constitution, as a compromise between Congress and the President with a popular and electoral vote. Now that time has evolved and the world has changed. The Electoral College is not in the favor of everyones expectations, it seems like it favors one side more than it favors others. The Electoral College should be changed to election by popular vote, because it is an unfair way of choosing the president, it is also known as a non-democratic method of having one side favored, and it can cause catastrophe.

Intially, the Electoral College should be changed to election by popular vote, because it is an unfair way of choosing presidents. The Electoral College has been around for centuries, but now people feel as if the way presidents are being chose to run our country is unfair. The Electoral College is an unfair way of choosing presidents, by it being known as a winner-take-all system. Stated in the passage, ""Candidates don't spend time in the states they know they have no chance of winning, focusing only on the tight races in the swing states."" The candidates in the ""lame"" states did not even see a single campaign ad. The swing states have a higher chance and more likely to see their campaign ads, because they are the more popular states. The more popular states are ""the most thoughtful votes, and should be the ones to decided the election."" Swing states get campaign ads, they are the ones who are being favored, while there are other states just trying to get a campaign sign, and get their votes recognized.

Also, the Electoral College can be known as a non-democratic method. When something is non-democratic, it means that it is not in the democrats favor. It is a rap for them, its already set for the Republicans to win. Stated in the passage, ""In a modern sense . . . it is the electors who elect the president, not the people. When you vote for presidential candidate you're actually voting for a slate of electors."" Democrats may cast in their vote for presidential candiate comes with a group of electors, they see the electoral college as favorable towards the Republican group.

Next, the Electoral College should be changed, because it causes catastrophe. When voting for president, it puts the electors in charge. ""Electors can be anyone not holding public office."" One may never know how much the elector is trustworthy, and responsible. Some may not even feel comfortable with leaving the electors in charge of such cases. People feel uneasy, because they do not know what happens behind close doors, they are never certain on who's hands can change things for the benefit of themselves. The citizens and the people may not be comforatbe with such things.

But, as much as the Electoral College may not seem beneficial and fair to some it can be a good thing also. Stated in the passage ""Election would be thrown to the House of Representatives, where delegations vote on the president."" Us people, us as citizens would not even be in charge or have a say so in who runs our country. We would not even have a choice or chance to vote and see who is worthy and most honorable in our eyes to be our president. Some may be lucky on the Representative choices on who the Electors and our Presidents would be, but also some may be dissatisified. The favor will only be in the representaives place. And the odds will be onto us. The Electoral College is not ran by the Representatives. We have a say so.

Finally, the Electoral College should be changed to election by popular vote, because it is an unfair way of choosing the president, it is also known as a non-democratic method of having one side favored, and it can cause catastrophe. The Electoral College shows a wide range of it either being a good or a bad way on voting.                ",3
68ea765,"Just like Luke, you can participate in the Seagoing Cowboys program for free!

What does this program do, you might ask? Well we're here to tell you just what it is, and why you should join it!

We're part of the ""United Nations Relief and Rehabilitaion Administration,"" or in shorter terms, the UNRRA.

We have worked together to help countries recover their food supplies, animals, and more. All together we are 44 nations. But helping others isn't the only benefit, you get to see sights you've never seen before.

Everyone has the benefit of seeing atleast one country. Last year, our group had the benefit of seeing Europe and China. They also got to ride the gondola ride in Venice, Italy, a city with streets of water. Our group also got to see an excavated castle in Crete and marveled at the Panama Canal on their way to China.

There isn't only helping people and seeing sites, you actually get to travel the high seas. However, this might be the hardest part. The groups were always busy and it took about two weeks to cross the Atlantic Ocean from the eastern coast of the United States and a month to get to China. The part that had to be the most challenging for some members were caring for the animals during the crossings.

There are also fun times on board, especially on return trips after the animals had been unloaded. Usually we play baseball and volleyball games in the empty holds where animals are housed. Table-tennis tournaments, fencing, boxing, reading, whittling, and games also helped pass the time.

But being a Seagoing Cowboy is much more than an adventure for some people. For most of our groups, it opened up the world to them. They stated that they were ""grateful for the opporunity, and that it made them more aware of people of ther countries and their needs.""

In conclusion, that is why you should join our Seagoing Cowboys program. Thank you for listening, and we hope to see you in the future!",4
e498c83,"The probelm with driveerless car: what if the car stops driving and the driver doesnt know how to drive a car, what if the car malfuntions, what if the car breaks down and the driver doesnt know how to fix it.

What if the driverless car stops driving itself and the driver cant driver or doesnt know how to drive it? well there is alot of probelms that could happen. For example: Your in the car and your in the middle of nowhere and your by yourself and the car stops driving and you dont know hpw to drive. most likey you'll have to leave the car there. Another example: Say your driving in heavy traffic and the car stops driving itself and you cant drive, it could cause a accident.

What if the car malfuntions? For example: Say if your driving in a city and the light turns red and the car doesnt stop. An accident can happen, or someone or people could get hit and killed,or the car can run off the road, or hit into a buliding or object. Another example: What if the car doesnt slow down or picks up speed and you can't stop it. There an accident can happen, or you or someone or people could get hurt or killed.

What if the car breaks down and you dont know how to fix it. For example: Say your driving in the country and your on a back road and you car breaks down and you dont know how to fix it. What are you going to do? Leave it, try to call for help, try to see if you can find the probelm so yu can try to fix it? Another example: What if your in heavy traffic and the car malfuntions, it can cause an accident or it can get someone or people killed.

Those are some probelms that could happen with driverless cars. If they do make them, lets hope they wont cause has many probelms.",3
cdc231b,"Earth as we know it has been striving for many years but our population is growing rapidly due to everyone havng children and deaths. We can only do so much one day this planet we call earth will be like the rest of the planets. Not being able to live on because of bad conditions. Nasa has been doing other approaches to studying venus. they tried to send a couple space crafts to venus but the rough and cloudy planet made the spacecrafts fail due to the enviroment. Nasa has been doing test to figure out something that can stand the venus enviroment. They haven't sent a spacecraft to venus in three decades. ''The planet has a surface of rocky sediment and includes familir features such as valleys, mountains and craters.'' Venus is the nearest option for us. Venus was probably covered largely with oceans so it probaly could support human life but we still have to take the risks. how would we live on a planet that doesnt even have what we need to survive. A thick atmosphere of carbon dioxide blankets Venus. would we be wearing suits around all day the averge temperture on venus is roughly 800 degress fahrenheit, we dont get past 105 degress fahrenheit. Yes the planet sounds to good to be true but if that is what we have that is atleast like earth we should give it a try. considering the fact of life on another planet is fascinating. We can make the trip to venus but you cant even see it you will by flying over dense clouds and if you go under the clouds it's very hot. In conclusion Venus is like earths sister and if we can find a way to make it liveable to humans we should try it.",2
fcf5f9e,"Based on the passage , the government would like a change in the way people drive their cars around. Some people would just get in the car and ride all day and night if they could. So what do the head source of some countries even took the drastic measures of baning driving due to so much smog and health problems in the air. Almost 4,000 drivers would be fined becuase of their actions to the news.

In a program that's set to spread to other countries, millions of colombians hiked, biked, skated or took the buses to work. It was the third straight year cars have been banned with only buses and taxis permitted for the day without carsin this capital of 7 million. Of course the goal was to reduce smog and promote alternative transportation. The turnout was huge, despite gray clouds that dumped occasional rain showers on bogota. for the first time two other Colombian cities, cali and valledupar, joined the event. The day without cars is part of an improvment campain that began in Bogota in the mid-1990s.

The United States, with its broad expanses and suburban ideals, had long been of the world's prime car cultures. It is the home of Detroit, which by the way has the most and biggest car production in the U.S. alone, its also the bithplace of the first car ever the Model T. Demographic shifts in the driving population suggest that the trend may accelerate. There has been a large drop in the percentage of 16- to 39-year-olds getting a license, while older folk are likely to retain their license as they age .                                                                                    ",1
323bd4f,"Dear senator, the electoral college many be a good process to help select a president. ""The founding fathers established it in the constiitution as a compromise between election of President by a vote in Congress and by popular vote of qualified citizens.(infor. find in paragraph 1)"", but in my opinoin i think that we should change the election by the popular votes. By doing that, it allows voters to have a fair vote. There would not a ""winner-take-all"" system anymore, but above all the candidates can have a fair fight against each other without the interfrence of the representatives.

Well to start it off, why would having the popular vote be better than the electoral college? That's because the electoral college is unfair to voters. ""The winner-take-all system in each state caused the candidates to not spend time in states they know they have no chance of winning, focusing only on the tight races in the ""swing"" states.(infor find on paragraph 13)""

Perhaps you are wondering, what does the reprentatives got anything to do with electoral college being unfair to the candidates. When there are two candidates who are tie in the electoral vote, the decision whould be thrown to the representative to decised. ""The single representative from Wyoming, representing 500,000 voters, and the 55 representatives from california represent 35 million voters.(infor find on  paragraph 12)"" By given that many votes for just one representative, is it fair for the candidates? Not only that, but what about the 55 representative from california, what if all those 55 representative voted for their candidate from california? You know without thinking, of course the candidate from california would win. Would it be fair for the candidates and the other voters?

Although if you think about it, electoral vote can help in cerent ways. Like what if there is not many voters that voted? Or being in a tie, but of course that wouldn't happens, and like i said earlier it would'nt be fair to some of the candidates and voters who tried hard to elect or be elected. Like i said before please change the system of electing president by popular votes instead of electoral college!    ",3
de8ad8a,"Dear, State Senator

I am in favor of changing to election by popular vote for the president of the United States. What is the point of voting if the Electoral College decides who wins? Using popular vote means the citizens would actually decide on who would win. Under the electoral college system, voters vote not for the president, but for a state of electors, who in turn elect the president. Who picks the electors in the first place? The single best argument against the electoral college is what we might call the disaster factor. Back in 1960, segregationists in the Louisiana legislature nearly succeeded in replacing the Democratic electors with new electors who would oppose John F. Kennedy. (So that a popular vote for Kennedy would not have actually gone to Kennedy.) At the most basic level, the electoral college is unfair to voters. Because of the winner take all system in each state.

Sincerely,

The Voters    ",2
d9cb9cc,"The Facial Action Coding System enables computer to identify human emotions in the article "" Making Mona Lisa Smile"" it is shown that this high tech software can recognize how you are feeling for example if you smile a scanner will send the data to the computer and the main thing that the computer has to know is the mucles you are using because you could actually be mad,sad,disgust,fear,and surprise all at once so this high tech computer sees if you are using zygomatic major then you are smiling but if the person is frowning then that means that they are sad.

The Mona Lisa one of the most known peice of art from the Renaissance area made by Leonardo Da Vinci's is said to be the only painting at that time that seems to be a woman smiing but that is false. The Mona Lisa was actually showing more then just a smile she was showing three more different emotion besides happyness. The reason that is because when they took a picture of her and put her face in 3D humans face it showed that she was disgusted,fearful,and angry. So this computer can be also useful to see what people from the past felt during those time to see if they had any emotions or did they not. In my conclusion emotion can be easy to find threw high tech software but we as human can see the person emotions to but the only differents is that we see the main picture and not the littlest one's.",1
4721465,"I am totally against driverless cars. It seems like a waste of our resources. Creating driverless cars can waste a lot of money too. The car isn't completely driverless , some help is still required. You'll also need to create new roads , so the car can pick up on the signals.

Creating driverless cars can waste a lot of money. Everything a car has now you'll need triple that amount. In the passage it states ""they required massive upgrades to existing roads, something that was simply to expensive to be practical."" Its so much that would have to go with those driverless cars. Plus cars like that the average person wont be able to afford it.

As stated before those cars aren't completely driverless. In the passage it states ""they still alert the driver to take over when pulling in and out of driveways or dealing with complicated traffic issues."" Its things the driver has to do to key the car in the right direction. I don't believe that their would be a time where a car is completely driverless.

In conclusion, I think driverless cars are not safe. People should just stick to regualr normal driving cars. Getting a driverless car is just a form of being lazy. ",2
56d4f26,"The Face on Mars. Many say that it was created by aliens, but I think diffrently. The Face on Mars was clearly just a miracle of nature. Over the many years that Mars has been here, it could of just be the wind and dirt forming over the rocky surface of Mars.

The Face is clearly just a huge rock formation on the surface of this planet. There is no logical reason that aliens would of made this Face. It wouldn't of been useful for a home, a shelter, or even just a explimation of life on the Red Plant. This Face represents a human face, but humans aren't capable of living in such conditions of Mars, so if it were aliens, wouldn't they created a face in the ground of a alien and not a human, have which they never seen.

With the new cameras we have today, if there where by any chance, homes, airplanes, or even pyramids on Mars, the cameras would be able to pick them out and NASA would have seen them. With saying this we can comfirmed that there is no showing of life on Mars, so the Face couldn't of been fromed by aliens.

The Face is clearly just a part of nature that was created and with our eyes we see a face. The rock formation that we see, looks like a face using the shadows from the sun, and the form of the rocky surface. With this face getting so popular, many of the conspiracy theorist are taking advantage in that and using their theroies of alien life and planting it in the minds of others. Using the Face in a movie, magazines, books, radio shows, and even in the grocery store checkout lines, the face has taken over our minds in beliving in the life of aliens.

Some people say that the Face on Mars is bona fide evidence of life on Mars, but I still believe that it's just a way of nature. ",4
c3b868c,"Careless drivers and car accidents have killed millions on the roads in the past few years. Google cofounder Sergey Brin wants to introuduce the world to driveless cars. Introducing these cars into the world can cause an even bigger distraction on the roads and increase the number to billions of people that are being killed.These cars need to be banned and not allowed to be sold anywhere in the United States.

There are many problems that driverless cars can create,but the first one is safety.These cars are not able to drive themselves.They can only do simple things such as making the car stop,steering the wheel,and accelerating.This means the human driver must stay alert and be ready to take over when a situation occurs.Not only do they have to stay alert when this car is driving by themselves, they also have to be ready to take the blame for anthing that goes wrong with the car.We all know that techonology can come in handy,but if techonology goes wrong and the car crashes into soemone else's car,not only does the driver need a new car,but now the driver has to go to court.

The second reason that these cars should be banned is because it will cause an even bigger distraction on the roads.There are already multiple reasons people are being injured while driving such as texting,drinking, and paying attention to otheres in the vechile besides the steering wheel.Manufactures even said ""In fact,none of these cars developed so far are completly driveless.""If drivers drive a driveless car they will more than likely want to text,eat,or sleep thinking that the car is going to get them to their destination safe and sound.Drivers expect to be safe,keep children,and the pedestrians safe that's why this car needs to be banned and the ideas of driving a driverless car needs to be put to an end.

The last reason that these driverless cars should not be allowed to be driven in the United States is waiting on the law.Presently,traffic laws are written the assuption that the only safe car has a human driver in control at all times.In may places such as California,Nevada,Florida,and the District of Columibia is it illegal to drive or even test computer driven cars.Even if the United States allows these cars to allowed to be driven the work is still not done.The law would have to be changed and people wpuld have to vote on it,just a longer process of something that can kill billions of people.

In conclusion, these cars don't need to be sold because of safety reasons,distractions,and waiting on the law.People don't need to be in a car that they don't want to drive.Drivers need to understand that people mess up, as well as computers and technology.",4
87c443a,"I agree that the Facial Action Coding System will be helpful in students and at schools. Because the system can detect a student's emotions, it can help a teacher learn more about that specific student. By knowing that a student is off guard or not paying attention to a certain lesson; the teacher can help that student on the lesson one-on-one. Not all students have the same emotions, so the students may not be getting taught well enough because of how the student might feel. The system can help a teacher realize that a kid might be mad and needs a certain activity to do before the class starts a lesson so the student can be content. Since more lessons will most likely be taught on computers, the teachers do not have to worry about wasting paper and money.

There is a downfall to all this greatness. More students will be on computers. That can cause damage in the eyes or brain. Some parents might not like the idea of their child being analyzed by a computer. Since the computer will use the camera to see the students face, the camera will have to be on. Parents might not like having their child exposed. Some teachers might not like the idea of having cameras on in their room for the same reason of being exposed.

Although there are more benifits than problems in the system. Students can be happier if the teachers notices that they are sad and actually do something about it. If the student is happy they will most likley be on topic on a lesson.

""Imagine a computer that knows when youre happy or sad""(D'Alto). The computer will be able to detect your mood and help you be happy if you are feeling sad. Teachers will get to know their students more. Because the comptuer can tell a students emotions, it can give information for the teacher. The teacher might use that information to see if that child needs to talk to someone in private.

Schools should get the Facial Action Coding System because it benifits students and their ways of learning. It also helps teachers get to know their students more and help them out if they need help on a certain lesson if they feel confused. Kids will be happier if teachers recieve information that a student is sad and need joy in the classroom. Students will be less bored if the teacher gets information that her class feels sad. The teacher can help the students not feel bored by making the lesson somewhat intersing. That's why I think the Facial Action Coding System is a good idea to have in schools and any learing facility.",4
9473a2c,"I am honestly against driveless cars. Driverless cars takes alot of techonolgy just for it to be able to be used. I can't say driverless cars are just so bad but as in my oppinon I would never want a driverless car and these are the reason of why I wouldnt ever see myself in a driverless car.

Driverless cars needs to much technology just for it to work and still with all of that technology you still have to steer the wheel. The cars takes about half of fuel today that taxis and buses use. Also I wouldnt want a driverless car because its way to exspensive for the car when its not all the way certain to work. It states in paragraph 9 in the second sentence that ""Presently, traffic laws are written the assumption that the only safe car has a human driver in control at all times."" So why would i want a car that is not for sure safe to be putting myself into? Also if the technology wasnt to work all the way and i was to get injured that would be my fault for trying something new that took to much stuff to even work.

Dont get me wrong driverless cars does have some type of good use like when there is a crash or you are about to get in a crash the car can warn you. But safety is still better from a human to me. In plus you can save alot more money just driving yourself instead of buying a car that has camars in all. The reason I bring up camars is because why would someone in front of your car want camars pointing at there car. There is still work needed on a driveless car anyways so as for myself I wouldnt take the risk of getting one.

SO yeah the driverless cars are pretty neat but there just not something anybody should want to get. Who wants to have to depend on alot of technology just for a car? Also why would someone want to pay so much money for a car thats not even proven to be safe. I know I wouldnt want to ever have to depend on a driverless car to be safe. I hope after you read my reason of why not to get a driverless car you think twice about getting one yourself.          ",4
9438deb,"How could we get the reduction of Greenhouse Gas? We can simply do this by reducing the number of cars on the road. In the city of Vauban, Germany, they gave up cars completely. If you still own a car in this city you have to buy a large garage that runs to  about $40,000. This expense doesn't include your house. Up to 70% of the cities population of 5,500 have given up their motor vehicle. The passenger cars in the city are responsible for 12% of the Greenhouse gas. I believe that if we, in the state of Florida, give up our cars that we can literally save the world.

First, Today in the sunshine state, we love to sit in our air conditioned motor vehicles. We love to take a joy ride by the beach, but do you know the real damage you're doing to our world? In the United States alone we produce about 50% of the Greemhouse gas. With how many citizens we have, what would that number be if we cut out all motor vehicles? We would be saving the Earth. How does that make you feel? Like a hero? That's what you would be.

Secondly, We all own houses that cost so much! To be able to park your car you could have to buy a large enough garage, that would be at the end of your comuntiy that could cost up to $40,000. Why pay this outrageous amount to be the only one driving around your car-free city? If we do take this comitment on reducing our driving, how would you get to work? This is a common question asked. We would be forced to put work establishments within walking distances.

Lastly, we as americans are one of the most obiese countries. We sit in cars and drive around daily. Our government has actually made it even more easy to acess fast food, they put in drive threws. Some thought that this awesome, new, cool invention could help us save time, but in reality it just make it more simple to get these bad habits. If we really want to eat these bad foods, we would have to walk there. Thus we would be getting more exercise. Getting rid of cars would be the best thing that has happened to us in a long time.

In conclusion, We need to take a stand and stop all motor vehicles. With these powered automobiles we are damaging the earth with Greenhouse gas, Saving money, and giving us what we need. I believe that this change needs to be made soon, or who knows where we could end up. Lets get all states to get rid of all motor vehicles. This stand could change everything as we know it!    ",4
e036358,"Advantages of limiting car usage:

Many countries are limiting car usage for the poeple and the enivornment. The is a great way to start fresh for our enivornment and our lives. People can breath better, more plants can grow thanks to decreasing of cars and much more. Countries, for intsance Germany, France and the United states are planning to become ""car free"", and this movement is called for ""smart Planning"". Also a clear passage for people can ride thier bikes, taking a walk, etc. Another thing s less spending on gas and money to buy cars, and less stress and more safety for everyone. This may end our car culture, but this is for the better for us, and everyone else in this planet. People can spend moe times outdoors and get fit ( of course since banning cars, which means we have to walk or ride a bike to go a store) instead of sticking a car to drive. Limiting car usage is a great way for the people and the environment.

First, In Vauban, Germany, Residents of their community are surbans pioneers, because they have given up their cars. Vaban's streets are completely ""car free"", expect the main thoruoghfare, where the tram to downtown Freiburg and a few streets on one edge of the community. Vabuan's families don't own cars, and 57 percent sold their car to move there. Heidrun Walter, media trainer who is also a mother of two childern has said that when she had a car, she was always tense, now she happier this way, because she can walked to verdant streets where the swish of bikes and the chatter of wandering childern drown out the distant motor. Also this drastically reduce greenhouse gas. Passenger cars are responible for 12 percent of greenhouse gas in Europe and up to 50 percent in United States. United states are promoting ""car reduced"" communites as well to do the same to get better atmosphere.

Second, In paris, they have also enforced a partical driving ban to clear the air of the global city. In France, cold nights and warm days are caused by the warmer layers of air to trap car emissions. Diesel fuel are to blamed, because France has a tax policy that favor diesel over gasonline, which made up to 67 percent of the vehicles in France comparing to 53.3 percent avaerage of diesel enines in the rest of the Western Europe,Acoording to Reuters. The smog cleared enough Monday for the ruling French party to the ban for odd- numbered plates in Tuesday. By banning the car for the enivornment, this helps for fixing the climate changes and clear skies.

Third, In Bogota Columbia, they are doing a program to spread the world to other countries, millions of Colombians hiked, biked, skated or took bues to work during a carefree day yesterday, leaving the streets of thier capital city to devoid of traffic jams. This been striaght third year cars have banned with only buses and taxis perimitted for the day without cars in the capital city of 7 million. Parks and sports centers also have bloomed throughout the city, pitted sidewalks have been replaced by broad, smooth sidewalks, rush hours restrictions have dramatically cut wonderfully, and new restaurants and upscale shopping districts have cropped up.

Last, President obama's goals is to curl the United Staes' greenhouse gas emissions. Recent studies shows that Americans are buying fewer cars, drving less and getting fewer licenses as each year goes by. If the pattern persists and many sociologists believe it will, it will have beneficial implications for carbon emissions and the environment, since transportions is the secong largest source of America's emissions. They also believe to improve safety for others since hoew in the America, car accidents is a biggest issues for the people in United States. This can also help to fix tracffics and clearing up the air. Now, American's love affair with its vechicles seems cooling, so it the government can focus to improve the enivornment thet are living in.

Conclusion ,Limiting car is a great way for everyone and the enivorment. People can now get less sick for the gas, and plants can grow more. Clearer roads to make smooth sidewalks for people to ride their bikes , walking and much more. Lot moe safety for people, because of banning of cars. clear airs to breath and people can enjoy their lives, stress free since the don't have to pay gas, or car in general. People can be happy again, when cars usage are limiting.    ",2
015ac93,"Should venus be explored? There are many different aspects, and opinions on the subject, but the author gives us very good reasons why it should be explored and studied. One of the reasons is that belive it or not venuse is the most simalar planet to earth, also the scientist at NASA said they are working on a blimp like vehicle that could go up to 30 miles high. That means if they made this structer they could avoid all of the harsh conditions on ground level at venus such as the armospheric pressure, and the unbarable heat that is a crazy total of 800 degrees. If they would make this vehicle the pressure would drop substantionaly and so would the heat from 800 degrees to around 170 degrees, the solar power and radation would also be very plentiful and wouldn't exceed Earth levels. The conditions would definetly no be easy to deal with, but they would at least be survivable. There is one problem thought people at NASA can not document their finding because of conditions which would make it where cameras could not be used. This is because the most the light cannot penetrate the dense atmospher. But there maybe a solution, the thing is we might just have to go back in time. For example scientists are looking back on older technology, this technology would be mechanical computers, this is good because these computers do not requier any technology, they use gears and levers and would be substainable on venus. That is how the author suggests that the study of venus should be pursued. As it said in the artical dont look at it such as dangers just bigger challenges.",3
1e07d3d,"Driverless cars are still in the development stage because companies need to figure out all of the details they need. Some cars in the past aren't driverless, but they were smart cars. Smart cars had extra features that were specially made for them. Automakers are still in the progress of making their driverless cars for the future. Some companies have already started their ideas and are planning to release them in 2016 or 2020.

My position on driverless cars is that it's a good and bad idea. Driverless cars have amazing features that can help a driver in need. Smart cars also helped out drivers, but not with everything they needed. Driverless cars can be dangerous in some ways, because of the way they're made or the features that are included with them. Automakers have many ideas to include with their driverless cars, but they need to make sure they're safe. None of the cars developed so far are completely driverless. Driverless cars need to include human skills if they want to pass as a safe car to use.

There are many good ideas that driverless cars can include. Some good ideas are: they drive themselves, use half the fuel of today's taxis, give alerts to the driver during dangerous situations, sensors, and other amazing ideas. The main idea that is included with the driverless car is that it drives itself. Drivers won't have to worry about having both hands on the wheel because the car will take that over for them. Another good idea is using less fuel so that means less pollution and less money coming out of people's pockets. Driverless cars will also give alerts and sensors dangerous situations that are approaching the car. Automakers are adding and developing new ideas to add to the driverless cars to improve them better. Safer and smarter cars will help the driverless cars become more popular to use.

There are many bad ideas that driverless cars can include. Some bad ideas are: dangerous situations, lose control of the car, technology failing, or manufacturing errors. An accident can occur in front of a driverless car and it may not react fast enough to get out of the way. A driverless car makes the driver lose control of where they want to go or what they want to do. Technology can fail on the road and other drivers can get injured, including the driver inside of the driverless car. Before someone purchases a driverless car, there can be a manufacturing error included in it. A driverless car can be very dangerous to use and can cause problems.

In conclusion, driverless cars are good and bad for people. Driverless cars can also help the environment, but they can also ruin it with dangerous situations. People should look closely into buying a driverless car because many things can go wrong. In my opinion, I wouldn't buy a driverless car because of manufacturing errors or environmental issues. I would rather drive a car in my control so I know what to look out for and keep my attention on the road. Driverless cars would be a cool thing to have, but I'm not into the things that they include. ",4
8ef6b25,"Ok I see where this article is coming from with the FACS technology,but if you think about it,theres some people out there who probably wouldn't want to be read about there emotions.

Realy if you think about it what do people gain from this technology. In the article it talks about how you can tell by the look of peoples faces you can tell how that friend is feeling. If a person can tell how someone is feeling just by the way they look then what is the point of this tecnology. Also in the article it gives you a number of steps to do while looking in the mirror in paragraph 7,but all of those steps are thing they people can detect already from other people instead of a the FACS techgnology.

Some things are useful in this tecnology,but its just really doesn't show any value on how this can effect other people. This tecnology is really just to show you there emotion,nut in reality ask your self what can you do depending on what ther emotions are showing, for the person who is feeling this way? So in my conclusion this technology to read the emtional exspressions of students in the classroom is not valuable.      ",2
